,genes,hgnc_id
ENSG00000183527,PSMG1,HGNC:3043
ENSG00000183530,PRR14L,HGNC:28738
ENSG00000183542,KLRC4,HGNC:6377
ENSG00000183549,ACSM5,HGNC:26060
ENSG00000183559,C10orf120,HGNC:25707
ENSG00000183560,IZUMO1R,HGNC:32565
ENSG00000183569,SERHL2,HGNC:29446
ENSG00000183570,PCBP3,HGNC:8651
ENSG00000183571,PGPEP1L,HGNC:27080
ENSG00000183576,SETD3,HGNC:20493
ENSG00000183578,TNFAIP8L3,HGNC:20620
ENSG00000183579,ZNRF3,HGNC:18126
ENSG00000183580,FBXL7,HGNC:13604
ENSG00000183597,TANGO2,HGNC:25439
ENSG00000183598,H3C13,HGNC:25311
ENSG00000183605,SFXN4,HGNC:16088
ENSG00000183607,GKN2,HGNC:24588
ENSG00000183615,FAM167B,HGNC:28133
ENSG00000183617,MRPL54,HGNC:16685
ENSG00000183621,ZNF438,HGNC:21029
ENSG00000183624,HMCES,HGNC:24446
ENSG00000183625,CCR3,HGNC:1604
ENSG00000183628,DGCR6,HGNC:2846
ENSG00000183629,GOLGA8G,HGNC:25328
ENSG00000183631,PRR32,HGNC:34498
ENSG00000183632,TP53TG3,HGNC:30759
ENSG00000183638,RP1L1,HGNC:15946
ENSG00000183640,KRTAP8-1,HGNC:18935
ENSG00000183644,HOATZ,HGNC:25061
ENSG00000183647,ZNF530,HGNC:29297
ENSG00000183648,NDUFB1,HGNC:7695
ENSG00000183654,MARCHF11,HGNC:33609
ENSG00000183655,KLHL25,HGNC:25732
ENSG00000183662,TAFA1,HGNC:21587
ENSG00000183665,TRMT12,HGNC:26091
ENSG00000183668,PSG9,HGNC:9526
ENSG00000183671,GPR1,HGNC:4463
ENSG00000183682,BMP8A,HGNC:21650
ENSG00000183684,ALYREF,HGNC:19071
ENSG00000183688,RFLNB,HGNC:28705
ENSG00000183690,EFHC2,HGNC:26233
ENSG00000183691,NOG,HGNC:7866
ENSG00000183695,MRGPRX2,HGNC:17983
ENSG00000183696,UPP1,HGNC:12576
ENSG00000183706,OR4N4,HGNC:15375
ENSG00000183709,IFNL2,HGNC:18364
ENSG00000183715,OPCML,HGNC:8143
ENSG00000183718,TRIM52,HGNC:19024
ENSG00000183722,LHFPL6,HGNC:6586
ENSG00000183723,CMTM4,HGNC:19175
ENSG00000183726,TMEM50A,HGNC:30590
ENSG00000183733,FIGLA,HGNC:24669
ENSG00000183734,ASCL2,HGNC:739
ENSG00000183735,TBK1,HGNC:11584
ENSG00000183741,CBX6,HGNC:1556
ENSG00000183742,MACC1,HGNC:30215
ENSG00000183747,ACSM2A,HGNC:32017
ENSG00000183751,TBL3,HGNC:11587
ENSG00000183753,BPY2,HGNC:13508
ENSG00000183760,ACP7,HGNC:33781
ENSG00000183762,KREMEN1,HGNC:17550
ENSG00000183763,TRAIP,HGNC:30764
ENSG00000183765,CHEK2,HGNC:16627
ENSG00000183770,FOXL2,HGNC:1092
ENSG00000183773,AIFM3,HGNC:26398
ENSG00000183775,KCTD16,HGNC:29244
ENSG00000183778,B3GALT5,HGNC:920
ENSG00000183779,ZNF703,HGNC:25883
ENSG00000183780,SLC35F3,HGNC:23616
ENSG00000183783,KCTD8,HGNC:22394
ENSG00000183785,TUBA8,HGNC:12410
ENSG00000183793,NPIPA5,HGNC:41980
ENSG00000183795,BPY2B,HGNC:25449
ENSG00000183798,EMILIN3,HGNC:16123
ENSG00000183801,OLFML1,HGNC:24473
ENSG00000183807,FAM162B,HGNC:21549
ENSG00000183808,RBM12B,HGNC:32310
ENSG00000183813,CCR4,HGNC:1605
ENSG00000183814,LIN9,HGNC:30830
ENSG00000183826,BTBD9,HGNC:21228
ENSG00000183828,NUDT14,HGNC:20141
ENSG00000183831,ANKRD45,HGNC:24786
ENSG00000183833,CFAP91,HGNC:24010
ENSG00000183837,PNMA3,HGNC:18742
ENSG00000183840,GPR39,HGNC:4496
ENSG00000183844,FAM3B,HGNC:1253
ENSG00000183850,ZNF730,HGNC:32470
ENSG00000183853,KIRREL1,HGNC:15734
ENSG00000183856,IQGAP3,HGNC:20669
ENSG00000183862,CNGA2,HGNC:2149
ENSG00000183864,TOB2,HGNC:11980
ENSG00000183873,SCN5A,HGNC:10593
ENSG00000183876,ARSI,HGNC:32521
ENSG00000183878,UTY,HGNC:12638
ENSG00000183888,SRARP,HGNC:28339
ENSG00000183889,AC138969.1,NA
ENSG00000183891,TTC32,HGNC:32954
ENSG00000183908,LRRC55,HGNC:32324
ENSG00000183914,DNAH2,HGNC:2948
ENSG00000183918,SH2D1A,HGNC:10820
ENSG00000183921,SDR42E2,HGNC:35414
ENSG00000183943,PRKX,HGNC:9441
ENSG00000183955,KMT5A,HGNC:29489
ENSG00000183960,KCNH8,HGNC:18864
ENSG00000183963,SMTN,HGNC:11126
ENSG00000183971,NPW,HGNC:30509
ENSG00000183977,PP2D1,HGNC:28406
ENSG00000183978,COA3,HGNC:24990
ENSG00000183979,NPB,HGNC:30099
ENSG00000184005,ST6GALNAC3,HGNC:19343
ENSG00000184007,PTP4A2,HGNC:9635
ENSG00000184009,ACTG1,HGNC:144
ENSG00000184012,TMPRSS2,HGNC:11876
ENSG00000184014,DENND5A,HGNC:19344
ENSG00000184022,OR2T10,HGNC:19573
ENSG00000184032,KRTAP20-2,HGNC:18944
ENSG00000184033,CTAG1B,HGNC:2491
ENSG00000184047,DIABLO,HGNC:21528
ENSG00000184056,VPS33B,HGNC:12712
ENSG00000184058,TBX1,HGNC:11592
ENSG00000184060,ADAP2,HGNC:16487
ENSG00000184076,UQCR10,HGNC:30863
ENSG00000184083,FAM120C,HGNC:16949
ENSG00000184108,TRIML1,HGNC:26698
ENSG00000184110,EIF3C,HGNC:3279
ENSG00000184113,CLDN5,HGNC:2047
ENSG00000184117,NIPSNAP1,HGNC:7827
ENSG00000184140,OR4F6,HGNC:15372
ENSG00000184144,CNTN2,HGNC:2172
ENSG00000184148,SPRR4,HGNC:23173
ENSG00000184154,LRTOMT,HGNC:25033
ENSG00000184155,OR10J5,HGNC:14993
ENSG00000184156,KCNQ3,HGNC:6297
ENSG00000184160,ADRA2C,HGNC:283
ENSG00000184162,NR2C2AP,HGNC:30763
ENSG00000184163,C1QTNF12,HGNC:32308
ENSG00000184164,CRELD2,HGNC:28150
ENSG00000184166,OR1D2,HGNC:8183
ENSG00000184178,SCFD2,HGNC:30676
ENSG00000184182,UBE2F,HGNC:12480
ENSG00000184185,KCNJ12,HGNC:6258
ENSG00000184194,GPR173,HGNC:18186
ENSG00000184203,PPP1R2,HGNC:9288
ENSG00000184205,TSPYL2,HGNC:24358
ENSG00000184206,GOLGA6L4,HGNC:27256
ENSG00000184207,PGP,HGNC:8909
ENSG00000184209,SNRNP35,HGNC:30852
ENSG00000184210,DGAT2L6,HGNC:23250
ENSG00000184216,IRAK1,HGNC:6112
ENSG00000184220,CMSS1,HGNC:28666
ENSG00000184221,OLIG1,HGNC:16983
ENSG00000184226,PCDH9,HGNC:8661
ENSG00000184227,ACOT1,HGNC:33128
ENSG00000184232,OAF,HGNC:28752
ENSG00000184254,ALDH1A3,HGNC:409
ENSG00000184260,H2AC20,HGNC:4738
ENSG00000184261,KCNK12,HGNC:6274
ENSG00000184270,H2AC21,HGNC:20508
ENSG00000184271,POU6F1,HGNC:9224
ENSG00000184276,DEFB108B,HGNC:29966
ENSG00000184277,TM2D3,HGNC:24128
ENSG00000184281,TSSC4,HGNC:12386
ENSG00000184292,TACSTD2,HGNC:11530
ENSG00000184293,CLECL1,HGNC:24462
ENSG00000184302,SIX6,HGNC:10892
ENSG00000184304,PRKD1,HGNC:9407
ENSG00000184305,CCSER1,HGNC:29349
ENSG00000184307,ZDHHC23,HGNC:28654
ENSG00000184313,MROH7,HGNC:24802
ENSG00000184330,S100A7A,HGNC:21657
ENSG00000184343,SRPK3,HGNC:11402
ENSG00000184344,GDF3,HGNC:4218
ENSG00000184345,IQCF2,HGNC:31815
ENSG00000184347,SLIT3,HGNC:11087
ENSG00000184349,EFNA5,HGNC:3225
ENSG00000184350,MRGPRE,HGNC:30694
ENSG00000184351,KRTAP19-1,HGNC:18936
ENSG00000184357,H1-5,HGNC:4719
ENSG00000184361,SPATA32,HGNC:26349
ENSG00000184363,PKP3,HGNC:9025
ENSG00000184368,MAP7D2,HGNC:25899
ENSG00000184371,CSF1,HGNC:2432
ENSG00000184374,COLEC10,HGNC:2220
ENSG00000184378,ACTRT3,HGNC:24022
ENSG00000184381,PLA2G6,HGNC:9039
ENSG00000184384,MAML2,HGNC:16259
ENSG00000184388,PABPC1L2B,HGNC:31852
ENSG00000184389,A3GALT2,HGNC:30005
ENSG00000184394,OR4N5,HGNC:15358
ENSG00000184402,SS18L1,HGNC:15592
ENSG00000184408,KCND2,HGNC:6238
ENSG00000184428,TOP1MT,HGNC:29787
ENSG00000184432,COPB2,HGNC:2232
ENSG00000184434,LRRC19,HGNC:23379
ENSG00000184436,THAP7,HGNC:23190
ENSG00000184445,KNTC1,HGNC:17255
ENSG00000184451,CCR10,HGNC:4474
ENSG00000184454,NCMAP,HGNC:29332
ENSG00000184459,BPIFC,HGNC:16503
ENSG00000184465,WDR27,HGNC:21248
ENSG00000184470,TXNRD2,HGNC:18155
ENSG00000184471,C1QTNF8,HGNC:31374
ENSG00000184478,OR56A3,HGNC:14786
ENSG00000184481,FOXO4,HGNC:7139
ENSG00000184486,POU3F2,HGNC:9215
ENSG00000184489,PTP4A3,HGNC:9636
ENSG00000184492,FOXD4L1,HGNC:18521
ENSG00000184497,TMEM255B,HGNC:28297
ENSG00000184500,PROS1,HGNC:9456
ENSG00000184502,GAST,HGNC:4164
ENSG00000184507,NUTM1,HGNC:29919
ENSG00000184508,HDDC3,HGNC:30522
ENSG00000184515,BEX5,HGNC:27990
ENSG00000184517,ZFP1,HGNC:23328
ENSG00000184524,CEND1,HGNC:24153
ENSG00000184530,C6orf58,HGNC:20960
ENSG00000184544,DHRS7C,HGNC:32423
ENSG00000184545,DUSP8,HGNC:3074
ENSG00000184557,SOCS3,HGNC:19391
ENSG00000184560,SPEM2,HGNC:27315
ENSG00000184564,SLITRK6,HGNC:23503
ENSG00000184571,PIWIL3,HGNC:18443
ENSG00000184574,LPAR5,HGNC:13307
ENSG00000184575,XPOT,HGNC:12826
ENSG00000184584,STING1,HGNC:27962
ENSG00000184588,PDE4B,HGNC:8781
ENSG00000184599,TAFA3,HGNC:21590
ENSG00000184601,C14orf180,HGNC:33795
ENSG00000184602,SNN,HGNC:11149
ENSG00000184611,KCNH7,HGNC:18863
ENSG00000184613,NELL2,HGNC:7751
ENSG00000184619,KRBA2,HGNC:26989
ENSG00000184634,MED12,HGNC:11957
ENSG00000184635,ZNF93,HGNC:13169
ENSG00000184640,SEPTIN9,HGNC:7323
ENSG00000184647,PRSS55,HGNC:30824
ENSG00000184650,ODF4,HGNC:19056
ENSG00000184659,FOXD4L4,HGNC:23762
ENSG00000184661,CDCA2,HGNC:14623
ENSG00000184672,RALYL,HGNC:27036
ENSG00000184675,AMER1,HGNC:26837
ENSG00000184677,ZBTB40,HGNC:29045
ENSG00000184678,H2BC21,HGNC:4760
ENSG00000184697,CLDN6,HGNC:2048
ENSG00000184698,OR51M1,HGNC:14847
ENSG00000184702,SEPTIN5,HGNC:9164
ENSG00000184708,EIF4ENIF1,HGNC:16687
ENSG00000184709,LRRC26,HGNC:31409
ENSG00000184716,SERINC4,HGNC:32237
ENSG00000184719,RNLS,HGNC:25641
ENSG00000184724,KRTAP6-1,HGNC:18931
ENSG00000184730,APOBR,HGNC:24087
ENSG00000184731,FAM110C,HGNC:33340
ENSG00000184735,DDX53,HGNC:20083
ENSG00000184743,ATL3,HGNC:24526
ENSG00000184752,NDUFA12,HGNC:23987
ENSG00000184785,SMIM10,HGNC:41913
ENSG00000184786,TCTE3,HGNC:11695
ENSG00000184787,UBE2G2,HGNC:12483
ENSG00000184788,SATL1,HGNC:27992
ENSG00000184792,OSBP2,HGNC:8504
ENSG00000184811,TRARG1,HGNC:29592
ENSG00000184814,PRR23B,HGNC:33764
ENSG00000184828,ZBTB7C,HGNC:31700
ENSG00000184831,APOO,HGNC:28727
ENSG00000184838,PRR16,HGNC:29654
ENSG00000184840,TMED9,HGNC:24878
ENSG00000184845,DRD1,HGNC:3020
ENSG00000184857,TMEM186,HGNC:24530
ENSG00000184860,SDR42E1,HGNC:29834
ENSG00000184863,RBM33,HGNC:27223
ENSG00000184867,ARMCX2,HGNC:16869
ENSG00000184887,BTBD6,HGNC:19897
ENSG00000184895,SRY,HGNC:11311
ENSG00000184897,H1-10,HGNC:4722
ENSG00000184898,RBM43,HGNC:24790
ENSG00000184900,SUMO3,HGNC:11124
ENSG00000184903,IMMP2L,HGNC:14598
ENSG00000184905,TCEAL2,HGNC:29818
ENSG00000184908,CLCNKB,HGNC:2027
ENSG00000184911,DMRTC1B,HGNC:31686
ENSG00000184916,JAG2,HGNC:6189
ENSG00000184922,FMNL1,HGNC:1212
ENSG00000184923,NUTM2A,HGNC:23438
ENSG00000184924,PTRHD1,HGNC:33782
ENSG00000184925,LCN12,HGNC:28733
ENSG00000184933,OR6A2,HGNC:15301
ENSG00000184937,WT1,HGNC:12796
ENSG00000184939,ZFP90,HGNC:23329
ENSG00000184945,AQP12A,HGNC:19941
ENSG00000184949,FAM227A,HGNC:44197
ENSG00000184954,OR6C70,HGNC:31299
ENSG00000184956,MUC6,HGNC:7517
ENSG00000184967,NOC4L,HGNC:28461
ENSG00000184979,USP18,HGNC:12616
ENSG00000184983,NDUFA6,HGNC:7690
ENSG00000184984,CHRM5,HGNC:1954
ENSG00000184985,SORCS2,HGNC:16698
ENSG00000184986,TMEM121,HGNC:20511
ENSG00000184988,TMEM106A,HGNC:28288
ENSG00000184990,SIVA1,HGNC:17712
ENSG00000184992,BRI3BP,HGNC:14251
ENSG00000184995,IFNE,HGNC:18163
ENSG00000184999,SLC22A10,HGNC:18057
ENSG00000185000,DGAT1,HGNC:2843
ENSG00000185002,RFX6,HGNC:21478
ENSG00000185008,ROBO2,HGNC:10250
ENSG00000185009,AP3M1,HGNC:569
ENSG00000185010,F8,HGNC:3546
ENSG00000185013,NT5C1B,HGNC:17818
ENSG00000185015,CA13,HGNC:14914
ENSG00000185019,UBOX5,HGNC:17777
ENSG00000185022,MAFF,HGNC:6780
ENSG00000185024,BRF1,HGNC:11551
ENSG00000185028,LRRC14B,HGNC:37268
ENSG00000185033,SEMA4B,HGNC:10730
ENSG00000185038,MROH2A,HGNC:27936
ENSG00000185040,SPDYE16,HGNC:51512
ENSG00000185043,CIB1,HGNC:16920
ENSG00000185046,ANKS1B,HGNC:24600
ENSG00000185049,NELFA,HGNC:12768
ENSG00000185052,SLC24A3,HGNC:10977
ENSG00000185053,SGCZ,HGNC:14075
ENSG00000185055,EFCAB10,HGNC:34531
ENSG00000185056,C5orf47,HGNC:27026
ENSG00000185069,KRT76,HGNC:24430
ENSG00000185070,FLRT2,HGNC:3761
ENSG00000185085,INTS5,HGNC:29352
ENSG00000185088,RPS27L,HGNC:18476
ENSG00000185090,MANEAL,HGNC:26452
ENSG00000185100,ADSS1,HGNC:20093
ENSG00000185101,ANO9,HGNC:20679
ENSG00000185104,FAF1,HGNC:3578
ENSG00000185105,MYADML2,HGNC:34548
ENSG00000185112,FAM43A,HGNC:26888
ENSG00000185115,NSMCE3,HGNC:7677
ENSG00000185122,HSF1,HGNC:5224
ENSG00000185127,C6orf120,HGNC:21247
ENSG00000185129,PURA,HGNC:9701
ENSG00000185130,H2BC13,HGNC:4748
ENSG00000185133,INPP5J,HGNC:8956
ENSG00000185149,NPY2R,HGNC:7957
ENSG00000185155,MIXL1,HGNC:13363
ENSG00000185156,MFSD6L,HGNC:26656
ENSG00000185158,LRRC37B,HGNC:29070
ENSG00000185163,DDX51,HGNC:20082
ENSG00000185164,NOMO2,HGNC:22652
ENSG00000185176,AQP12B,HGNC:6096
ENSG00000185177,ZNF479,HGNC:23258
ENSG00000185187,SIGIRR,HGNC:30575
ENSG00000185189,NRBP2,HGNC:19339
ENSG00000185198,PRSS57,HGNC:31397
ENSG00000185201,IFITM2,HGNC:5413
ENSG00000185215,TNFAIP2,HGNC:11895
ENSG00000185219,ZNF445,HGNC:21018
ENSG00000185220,PGBD2,HGNC:19399
ENSG00000185222,TCEAL9,HGNC:30084
ENSG00000185231,MC2R,HGNC:6930
ENSG00000185236,RAB11B,HGNC:9761
ENSG00000185238,PRMT3,HGNC:30163
ENSG00000185245,GP1BA,HGNC:4439
ENSG00000185246,PRPF39,HGNC:20314
ENSG00000185247,MAGEA11,HGNC:6798
ENSG00000185250,PPIL6,HGNC:21557
ENSG00000185252,ZNF74,HGNC:13144
ENSG00000185261,KIAA0825,HGNC:28532
ENSG00000185262,UBALD2,HGNC:28438
ENSG00000185264,TEX33,HGNC:28568
ENSG00000185267,CDNF,HGNC:24913
ENSG00000185269,NOTUM,HGNC:27106
ENSG00000185271,KLHL33,HGNC:31952
ENSG00000185272,RBM11,HGNC:9897
ENSG00000185274,GALNT17,HGNC:16347
ENSG00000185278,ZBTB37,HGNC:28365
ENSG00000185290,NUPR2,HGNC:44164
ENSG00000185291,IL3RA,HGNC:6012
ENSG00000185291.12_PAR_Y,IL3RA,HGNC:6012
ENSG00000185294,SPPL2C,HGNC:28902
ENSG00000185298,CCDC137,HGNC:33451
ENSG00000185303,SFTPA2,HGNC:10799
ENSG00000185304,RGPD2,HGNC:32415
ENSG00000185305,ARL15,HGNC:25945
ENSG00000185306,C12orf56,HGNC:26967
ENSG00000185313,SCN10A,HGNC:10582
ENSG00000185324,CDK10,HGNC:1770
ENSG00000185338,SOCS1,HGNC:19383
ENSG00000185339,TCN2,HGNC:11653
ENSG00000185340,GAS2L1,HGNC:16955
ENSG00000185344,ATP6V0A2,HGNC:18481
ENSG00000185345,PRKN,HGNC:8607
ENSG00000185347,TEDC1,HGNC:20127
ENSG00000185352,HS6ST3,HGNC:19134
ENSG00000185359,HGS,HGNC:4897
ENSG00000185361,TNFAIP8L1,HGNC:28279
ENSG00000185372,OR2V1,HGNC:8280
ENSG00000185379,RAD51D,HGNC:9823
ENSG00000185385,OR7A17,HGNC:8363
ENSG00000185386,MAPK11,HGNC:6873
ENSG00000185404,SP140L,HGNC:25105
ENSG00000185414,MRPL30,HGNC:14036
ENSG00000185418,TARS3,HGNC:24728
ENSG00000185420,SMYD3,HGNC:15513
ENSG00000185432,METTL7A,HGNC:24550
ENSG00000185436,IFNLR1,HGNC:18584
ENSG00000185437,SH3BGR,HGNC:10822
ENSG00000185442,FAM174B,HGNC:34339
ENSG00000185448,FAM47A,HGNC:29962
ENSG00000185453,ZSWIM9,HGNC:34495
ENSG00000185467,KPNA7,HGNC:21839
ENSG00000185475,TMEM179B,HGNC:33744
ENSG00000185477,GPRIN3,HGNC:27733
ENSG00000185479,KRT6B,HGNC:6444
ENSG00000185480,PARPBP,HGNC:26074
ENSG00000185482,STAC3,HGNC:28423
ENSG00000185483,ROR1,HGNC:10256
ENSG00000185499,MUC1,HGNC:7508
ENSG00000185504,FAAP100,HGNC:26171
ENSG00000185507,IRF7,HGNC:6122
ENSG00000185513,L3MBTL1,HGNC:15905
ENSG00000185515,BRCC3,HGNC:24185
ENSG00000185518,SV2B,HGNC:16874
ENSG00000185519,FAM131C,HGNC:26717
ENSG00000185522,LMNTD2,HGNC:28561
ENSG00000185523,SPATA45,HGNC:33709
ENSG00000185527,PDE6G,HGNC:8789
ENSG00000185532,PRKG1,HGNC:9414
ENSG00000185551,NR2F2,HGNC:7976
ENSG00000185559,DLK1,HGNC:2907
ENSG00000185561,TLCD2,HGNC:33522
ENSG00000185565,LSAMP,HGNC:6705
ENSG00000185567,AHNAK2,HGNC:20125
ENSG00000185585,OLFML2A,HGNC:27270
ENSG00000185591,SP1,HGNC:11205
ENSG00000185608,MRPL40,HGNC:14491
ENSG00000185610,DBX2,HGNC:33186
ENSG00000185614,INKA1,HGNC:32480
ENSG00000185615,PDIA2,HGNC:14180
ENSG00000185619,PCGF3,HGNC:10066
ENSG00000185621,LMLN,HGNC:15991
ENSG00000185624,P4HB,HGNC:8548
ENSG00000185627,PSMD13,HGNC:9558
ENSG00000185630,PBX1,HGNC:8632
ENSG00000185633,NDUFA4L2,HGNC:29836
ENSG00000185634,SHC4,HGNC:16743
ENSG00000185640,KRT79,HGNC:28930
ENSG00000185650,ZFP36L1,HGNC:1107
ENSG00000185651,UBE2L3,HGNC:12488
ENSG00000185652,NTF3,HGNC:8023
ENSG00000185658,BRWD1,HGNC:12760
ENSG00000185662,SMIM23,HGNC:34440
ENSG00000185664,PMEL,HGNC:10880
ENSG00000185666,SYN3,HGNC:11496
ENSG00000185668,POU3F1,HGNC:9214
ENSG00000185669,SNAI3,HGNC:18411
ENSG00000185670,ZBTB3,HGNC:22918
ENSG00000185674,LYG2,HGNC:29615
ENSG00000185681,MORN5,HGNC:17841
ENSG00000185686,PRAME,HGNC:9336
ENSG00000185689,C6orf201,HGNC:21620
ENSG00000185697,MYBL1,HGNC:7547
ENSG00000185716,MOSMO,HGNC:27087
ENSG00000185721,DRG1,HGNC:3029
ENSG00000185722,ANKFY1,HGNC:20763
ENSG00000185728,YTHDF3,HGNC:26465
ENSG00000185730,ZNF696,HGNC:25872
ENSG00000185736,ADARB2,HGNC:227
ENSG00000185737,NRG3,HGNC:7999
ENSG00000185739,SRL,HGNC:11295
ENSG00000185742,C11orf87,HGNC:33788
ENSG00000185745,IFIT1,HGNC:5407
ENSG00000185753,CXorf38,HGNC:28589
ENSG00000185758,CLDN24,HGNC:37200
ENSG00000185760,KCNQ5,HGNC:6299
ENSG00000185761,ADAMTSL5,HGNC:27912
ENSG00000185774,KCNIP4,HGNC:30083
ENSG00000185775,SPATA31A6,HGNC:32006
ENSG00000185787,MORF4L1,HGNC:16989
ENSG00000185792,NLRP9,HGNC:22941
ENSG00000185798,WDR53,HGNC:28786
ENSG00000185800,DMWD,HGNC:2936
ENSG00000185803,SLC52A2,HGNC:30224
ENSG00000185808,PIGP,HGNC:3046
ENSG00000185811,IKZF1,HGNC:13176
ENSG00000185813,PCYT2,HGNC:8756
ENSG00000185818,NAT8L,HGNC:26742
ENSG00000185821,OR6C76,HGNC:31305
ENSG00000185823,NPAP1,HGNC:1190
ENSG00000185825,BCAP31,HGNC:16695
ENSG00000185829,ARL17A,HGNC:24096
ENSG00000185838,GNB1L,HGNC:4397
ENSG00000185842,DNAH14,HGNC:2945
ENSG00000185860,CCDC190,HGNC:28736
ENSG00000185862,EVI2B,HGNC:3500
ENSG00000185863,TMEM210,HGNC:34059
ENSG00000185864,NPIPB4,HGNC:41985
ENSG00000185869,ZNF829,HGNC:34032
ENSG00000185873,TMPRSS11B,HGNC:25398
ENSG00000185875,THNSL1,HGNC:26160
ENSG00000185880,TRIM69,HGNC:17857
ENSG00000185883,ATP6V0C,HGNC:855
ENSG00000185885,IFITM1,HGNC:5412
ENSG00000185888,PRSS38,HGNC:29625
ENSG00000185894,BPY2C,HGNC:18225
ENSG00000185896,LAMP1,HGNC:6499
ENSG00000185897,FFAR3,HGNC:4499
ENSG00000185899,TAS2R60,HGNC:20639
ENSG00000185900,POMK,HGNC:26267
ENSG00000185905,C16orf54,HGNC:26649
ENSG00000185909,KLHDC8B,HGNC:28557
ENSG00000185915,KLHL34,HGNC:26634
ENSG00000185917,SETD4,HGNC:1258
ENSG00000185920,PTCH1,HGNC:9585
ENSG00000185924,RTN4RL1,HGNC:21329
ENSG00000185926,OR4C46,HGNC:31271
ENSG00000185933,CALHM1,HGNC:23494
ENSG00000185940,KRTAP5-5,HGNC:23601
ENSG00000185942,NKAIN3,HGNC:26829
ENSG00000185946,RNPC3,HGNC:18666
ENSG00000185947,ZNF267,HGNC:13060
ENSG00000185950,IRS2,HGNC:6126
ENSG00000185955,C7orf61,HGNC:22135
ENSG00000185958,FAM186A,HGNC:26980
ENSG00000185960,SHOX,HGNC:10853
ENSG00000185960.14_PAR_Y,SHOX,HGNC:10853
ENSG00000185962,LCE3A,HGNC:29461
ENSG00000185963,BICD2,HGNC:17208
ENSG00000185966,LCE3E,HGNC:29463
ENSG00000185972,CCIN,HGNC:1568
ENSG00000185973,TMLHE,HGNC:18308
ENSG00000185974,GRK1,HGNC:10013
ENSG00000185982,DEFB128,HGNC:18106
ENSG00000185985,SLITRK2,HGNC:13449
ENSG00000185988,PLK5,HGNC:27001
ENSG00000185989,RASA3,HGNC:20331
ENSG00000186001,LRCH3,HGNC:28637
ENSG00000186007,LEMD1,HGNC:18725
ENSG00000186009,ATP4B,HGNC:820
ENSG00000186010,NDUFA13,HGNC:17194
ENSG00000186017,ZNF566,HGNC:25919
ENSG00000186020,ZNF529,HGNC:29328
ENSG00000186026,ZNF284,HGNC:13078
ENSG00000186038,HTR3E,HGNC:24005
ENSG00000186047,DLEU7,HGNC:17567
ENSG00000186049,KRT73,HGNC:28928
ENSG00000186051,TAL2,HGNC:11557
ENSG00000186063,AIDA,HGNC:25761
ENSG00000186073,CDIN1,HGNC:26929
ENSG00000186074,CD300LF,HGNC:29883
ENSG00000186075,ZPBP2,HGNC:20678
ENSG00000186081,KRT5,HGNC:6442
ENSG00000186086,NBPF6,HGNC:31988
ENSG00000186088,GSAP,HGNC:28042
ENSG00000186090,HTR3D,HGNC:24004
ENSG00000186092,OR4F5,HGNC:14825
ENSG00000186094,AGBL4,HGNC:25892
ENSG00000186103,ARGFX,HGNC:30146
ENSG00000186104,CYP2R1,HGNC:20580
ENSG00000186105,LRRC70,HGNC:35155
ENSG00000186106,ANKRD46,HGNC:27229
ENSG00000186111,PIP5K1C,HGNC:8996
ENSG00000186113,OR5D14,HGNC:15281
ENSG00000186115,CYP4F2,HGNC:2645
ENSG00000186118,TEX38,HGNC:29589
ENSG00000186119,OR5D18,HGNC:15285
ENSG00000186130,ZBTB6,HGNC:16764
ENSG00000186132,C2orf76,HGNC:27017
ENSG00000186136,TAS2R42,HGNC:18888
ENSG00000186141,POLR3C,HGNC:30076
ENSG00000186143,PRR30,HGNC:28677
ENSG00000186146,DEFB131A,HGNC:18108
ENSG00000186150,UBL4B,HGNC:32309
ENSG00000186153,WWOX,HGNC:12799
ENSG00000186160,CYP4Z1,HGNC:20583
ENSG00000186166,CENATAC,HGNC:30460
ENSG00000186174,BCL9L,HGNC:23688
ENSG00000186184,POLR1D,HGNC:20422
ENSG00000186185,KIF18B,HGNC:27102
ENSG00000186187,ZNRF1,HGNC:18452
ENSG00000186188,FFAR4,HGNC:19061
ENSG00000186190,BPIFB3,HGNC:16178
ENSG00000186191,BPIFB4,HGNC:16179
ENSG00000186193,SAPCD2,HGNC:28055
ENSG00000186197,EDARADD,HGNC:14341
ENSG00000186198,SLC51B,HGNC:29956
ENSG00000186204,CYP4F12,HGNC:18857
ENSG00000186205,MTARC1,HGNC:26189
ENSG00000186207,LCE5A,HGNC:16614
ENSG00000186212,SOWAHB,HGNC:32958
ENSG00000186222,BLOC1S4,HGNC:24206
ENSG00000186226,LCE1E,HGNC:29466
ENSG00000186230,ZNF749,HGNC:32783
ENSG00000186231,KLHL32,HGNC:21221
ENSG00000186260,MRTFB,HGNC:29819
ENSG00000186265,BTLA,HGNC:21087
ENSG00000186272,ZNF17,HGNC:12958
ENSG00000186280,KDM4D,HGNC:25498
ENSG00000186281,GPAT2,HGNC:27168
ENSG00000186283,TOR3A,HGNC:11997
ENSG00000186288,PABPC1L2A,HGNC:27989
ENSG00000186297,GABRA5,HGNC:4079
ENSG00000186298,PPP1CC,HGNC:9283
ENSG00000186300,ZNF555,HGNC:28382
ENSG00000186306,OR10T2,HGNC:14816
ENSG00000186310,NAP1L3,HGNC:7639
ENSG00000186314,PRELID2,HGNC:28306
